awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,opening_time,geo_coordinates,telephone,address,num_review
,麺屋 わおん,上井草駅 848m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.66,木曜日,https://tabelog.com/tokyo/A1321/A132105/13238301/,予約不可,,,"35.73222913863033,139.59907088501689",03-3929-3055,東京都練馬区上石神井3-9-2 ,150
,やきとり 児玉,三軒茶屋駅 741m , 焼き鳥、日本料理、ラーメン・つけ麺(ラーメン),,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,,https://tabelog.com/tokyo/A1317/A131705/13221655/,予約可,【オートリザーブでのご予約は一切受け付けておりませんので、ご遠慮下さい】　ご予約のお電話は13:00〜18:00でお願いします。　ご予約の際は、希望日・時間・人数・コースorアラカルトをお決めの上お電話下さい】　土曜日祝日は18時〜、18時30〜の2時間制とさせて頂いております。　それ以降のお時間希望は当日お電話でご確認下さい。,,"35.64448663871172,139.67963198407412",03-5787-8606,東京都世田谷区池尻1-11-12 パレ・ド・ジュネス 2F A,130
,らーめん松,足立区 , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.66,木曜日,https://tabelog.com/tokyo/A1324/A132404/13270796/,予約不可,,,"35.78822923866929,139.83303558541854",070-9015-3203,東京都足立区神明南2-7-28 ,118
,すごい煮干ラーメン凪 新宿ゴールデン街店本館,新宿三丁目駅 296m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1304/A130401/13054766/,予約不可,,,"35.69378403868832,139.70448928455465",03-3205-1925,東京都新宿区歌舞伎町1-1-10 ゴールデン街(新宿ゴールデン街Ｇ２通り)  2F,2777
,焼きあご塩らー麺 たかはし 新宿本店,西武新宿駅 112m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1304/A130401/13178753/,予約不可,,,"35.69521703868615,139.7005432845719",03-6457-3328,東京都新宿区歌舞伎町1-27-3 KKビル 1F,2214
,真鯛らーめん 麺魚 本店,錦糸町駅 361m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,-,https://tabelog.com/tokyo/A1312/A131201/13208237/,予約不可,,,"35.69423073872222,139.81183218448393",03-6659-9619,東京都墨田区江東橋2-8-8 パークサイドマンション 1F,2082
,むらさき山,三田駅 148m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、中華料理,化学調味料を一切使用しない旨味たっぷりスープ。女性一人でも入りやすいお店です。,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1314/A131402/13046911/,予約不可,予約出来ません,,"35.647891338730744,139.74618598406187",03-3455-8966,東京都港区芝5-23-8 ,1792
,鶏の穴,池袋駅 454m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.65,水曜日,https://tabelog.com/tokyo/A1305/A130501/13050789/,予約不可,,,"35.732592238666925,139.71472348493947",03-3986-2811,東京都豊島区東池袋1-39-20 慶太ビル1F,1508
,味噌屋 八郎商店 新宿店,西武新宿駅 153m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、餃子,味噌らーめん一筋15年！「一杯入魂、味に妥協なし。」株式会社T.I-Spirit運営,～￥999,～￥999,3.65,火曜日,https://tabelog.com/tokyo/A1304/A130401/13093862/,予約不可,,,"35.69635103079043,139.69842286246697",03-6304-0420,東京都新宿区西新宿7-5-5 プラザ西新宿 102 ,1267
,博多麺房 赤のれん 西麻布本店,六本木駅 639m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,日曜日,https://tabelog.com/tokyo/A1307/A130701/13001341/,予約不可,,,"35.65993683871635,139.72503188419836",03-3408-4775,東京都港区西麻布3-21-24 第五中岡ビル　１Ｆ,1225
,麺処 花田 上野店,御徒町駅 243m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),【上野 味噌ラーメン】,～￥999,～￥999,3.65,火曜日,https://tabelog.com/tokyo/A1311/A131101/13130960/,予約不可,,,"35.70941363870104,139.7755726846627",03-3836-0440,東京都台東区上野6-8-6 上野メガネセンタービル 1F ,1136
,天鳳,六本木駅 298m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,日曜日,https://tabelog.com/tokyo/A1307/A130701/13001248/,予約不可,,,"35.66503873871457,139.72960678424667",03-3404-6155,東京都港区六本木7-8-5 ロック＆ロックビル　１Ｆ,1072
,浅草名代らーめん 与ろゐ屋,浅草（東武・都営・メトロ）駅 249m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、餃子,醤油らーめん発祥の地“浅草”で３０年以上愛され続ける、柚子香る和風らーめんをどうぞ,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1311/A131102/13003715/,予約不可,,,"35.71276213870567,139.79680918468165",03-3845-4618,東京都台東区浅草1-36-7 ,1029
食べログ 餃子 百名店 2024 選出店,亀戸ぎょうざ 両国支店,両国駅 345m , 餃子、ラーメン・つけ麺(ラーメン)、中華料理,,"￥2,000～￥2,999","￥2,000～￥2,999",3.65,火曜日,https://tabelog.com/tokyo/A1312/A131201/13039735/,予約不可,,,"35.69497923871711,139.7972603845017",03-3631-3740,東京都墨田区両国4-34-10 ,997
,らーめん弁慶 浅草本店,浅草（東武・都営・メトロ）駅 595m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、餃子,,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,-,https://tabelog.com/tokyo/A1311/A131102/13003748/,予約不可,,,"35.71518533870539,139.80079118470331",03-5828-7355,東京都台東区花川戸2-17-9 ,954
,横浜家系らーめん 二代目武道家,中野駅 208m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,-,https://tabelog.com/tokyo/A1319/A131902/13090963/,予約不可,,,"35.70392863866941,139.66534228468456",03-3229-9390,東京都中野区中野3-34-32 凱旋ビル 1F,895
,ほうきぼし+ 神田店,神田駅 40m , ラーメン・つけ麺(汁なし担々麺)、ラーメン・つけ麺(担々麺)、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,日曜日,https://tabelog.com/tokyo/A1310/A131002/13151919/,予約不可,,,"35.69225715877409,139.7707126095282",03-3251-8053,東京都千代田区内神田3-19-9 ,804
,らーめん 紬麦,秋葉原駅 217m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1310/A131001/13120606/,予約不可,,,"35.697729439795346,139.77578276983155",非公開,東京都千代田区神田平河町1 第三東ビル B1F,774
,濃菜麺 井の庄,練馬駅 185m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,-,https://tabelog.com/tokyo/A1321/A132102/13094245/,予約不可,,,"35.73747963864393,139.65226318503264",03-3948-1635,東京都練馬区練馬1-6-18 コンフォートIII 1階B号室,750
,秋葉原ラーメン わいず,末広町駅 115m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1311/A131101/13178061/,予約不可,,,"35.70274269968098,139.77047103570635",03-6206-0030,東京都千代田区外神田3-7-9 ,690
,博多ラーメン 和,赤坂駅 221m , ラーメン・つけ麺(ラーメン),東京赤坂にある自家炊き濃厚ど豚骨スープ,～￥999,～￥999,3.65,日曜日、祝日,https://tabelog.com/tokyo/A1308/A130801/13165421/,予約不可,,,"35.674124738710844,139.735989484334",03-6435-5514,東京都港区赤坂5-1-36 すずふりビル　1F,620
,麺堂にしき 新宿歌舞伎町店,西武新宿駅 278m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1304/A130401/13257169/,予約不可,,,"35.6948147386871,139.70268318456633",03-6822-7890,東京都新宿区歌舞伎町1-11-3 九石新歌舞伎町ビル 1F,583
,らーめん チキント,立川駅 156m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,月曜日,https://tabelog.com/tokyo/A1329/A132901/13125378/,予約不可,,,"35.696956238594126,139.41503898478956",090-3477-0090,東京都立川市柴崎町3-4-9 ,580
,信濃神麺 烈士洵名,春日駅 228m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.65,月曜日,https://tabelog.com/tokyo/A1310/A131004/13015465/,予約不可,,,"35.71135893869277,139.7535009846978",03-5684-2263,東京都文京区西片1-15-6 ,578
,春木屋 吉祥寺店,吉祥寺駅 365m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,水曜日,https://tabelog.com/tokyo/A1320/A132001/13005741/,予約不可,,,"35.705734238640254,139.57738298476445",0422-20-5185,東京都武蔵野市吉祥寺本町2-14-1 ,567
,ヌードル マイスター 源九,九段下駅 210m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1309/A130906/13221885/,予約不可,,,"35.697354138701066,139.75162198455766",03-6265-6513,東京都千代田区九段北1-8-3 カサイビルII 1F,503
,火の豚 人形町駅前店,人形町駅 71m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1302/A130204/13218617/,予約不可,,,"35.68624521569149,139.7816847528714",不明の為情報お待ちしております,東京都中央区人形町3-7-14 ,496
,自家製麺つけそば 九六,和泉多摩川駅 244m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,月曜日、日曜日,https://tabelog.com/tokyo/A1326/A132603/13129898/,予約不可,,,"35.62549063869044,139.57493908395563",03-3480-5877,東京都狛江市東和泉3-7-9 ,486
,ラーメン二郎 府中店,府中駅 269m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.65,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1326/A132602/13022272/,予約不可,,,"35.67206403862976,139.4772972844945",非公開,東京都府中市宮西町1-15-5 関野屋ビル　１Ｆ,459
,中華そば 七麺鳥,鶯谷駅 374m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1311/A131104/13171772/,予約不可,,,"35.72482733869227,139.7788062848161",03-3875-2014,東京都台東区根岸2-18-23 ,424
,じゃぐら,新高円寺駅 308m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1319/A131904/13096250/,予約不可,,,"35.70049013866593,139.6475353846623",03-3313-1253,東京都杉並区高円寺南2-21-7 千代田ビル,420
,らーめん 文蔵,三鷹駅 240m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,-,-,3.65,日曜日、祝日,https://tabelog.com/tokyo/A1320/A132002/13022196/,予約不可,,,"35.70084403863851,139.5621582847257",非公開,東京都三鷹市下連雀3-22-6 ,393
,はな火屋,新宿西口駅 202m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.65,日曜日,https://tabelog.com/tokyo/A1304/A130401/13235318/,予約不可,,,"35.69521913868539,139.6981315845736",03-5330-8070,東京都新宿区西新宿7-15-17 井西ビル 1F,386
,光麟堂,御成門駅 327m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1314/A131401/13173677/,予約不可,,,"35.66251223872398,139.75409068420402",不明の為情報お待ちしております,東京都港区新橋5-33-8 新橋SSビル 1F,361
,排骨担々 五ノ井,神保町駅 277m , ラーメン・つけ麺(担々麺)、ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(汁なし担々麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1310/A131003/13225383/,予約不可,,,"35.69784123870321,139.75935088455716",03-3259-0125,東京都千代田区神田猿楽町1-3-6 HARAビル1F,344
,ラーメン 奥津家,古淵駅 715m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,水曜日,https://tabelog.com/tokyo/A1327/A132701/13010339/,予約不可,,,"35.56213193868186,139.42162998342312",042-792-0927,東京都町田市木曽西1-1-21 ,328
,麺屋 睡蓮,御茶ノ水駅 402m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1310/A131002/13170164/,予約不可,,,"35.703228938701805,139.76566708460714",不明の為情報お待ちしております,東京都文京区湯島2-2-1 東邦深澤ビル1F,326
,麺屋 上々,蔵前駅 277m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,日曜日,https://tabelog.com/tokyo/A1311/A131103/13247871/,予約可,,,"35.705623438708294,139.7908549846137",03-6479-3240,東京都台東区蔵前3-17-3 SIビル 1F,324
,やじ満,市場前駅 225m , 中華料理、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,-,https://tabelog.com/tokyo/A1313/A131307/13227694/,予約不可,,,"35.64423623874517,139.7841897839983",03-6633-4560,東京都江東区豊洲6-6-1 7街区管理施設棟 3F,319
,春木家本店,荻窪駅 469m , ラーメン・つけ麺(ラーメン)、そば、丼,,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,木曜日,https://tabelog.com/tokyo/A1319/A131906/13013582/,予約不可,,,"35.706764538654554,139.62434978474195",03-3391-4220,東京都杉並区天沼2-5-24 ,317
,おそうざいと煎餅もんじゃ さとう,代々木公園駅 61m , もんじゃ焼き、ラーメン・つけ麺(ラーメン)、惣菜・デリ,,"￥4,000～￥4,999","￥4,000～￥4,999",3.65,-,https://tabelog.com/tokyo/A1318/A131810/13206439/,予約可,要予約（２名以上から）,,"35.668551538699745,139.69004278430992",03-6804-9703,東京都渋谷区富ヶ谷1-9-22 守友ビル 1F,288
,中華そば ひびき,府中市 , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,火曜日,https://tabelog.com/tokyo/A1326/A132602/13117530/,予約不可,,,"35.68545303862491,139.48874928462172",非公開,東京都府中市新町1-58-5 ,284
,拉麺 はま家,小伝馬町駅 113m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,日曜日,https://tabelog.com/tokyo/A1302/A130204/13286404/,予約不可,,,"35.691639138713114,139.77803018448142",不明の為情報お待ちしております,東京都中央区日本橋小伝馬町8-5 ,267
,裏サブロン,三河島駅 579m , ラーメン・つけ麺(つけ麺),,-,-,3.65,水曜日、日曜日、祝日,https://tabelog.com/tokyo/A1311/A131105/13174975/,予約不可,,,"35.728398430910666,139.77860334574885",03-3805-8383,東京都荒川区東日暮里5-1-2 ,264
,世田谷 磯野,梅ケ丘駅 229m , ラーメン・つけ麺(ラーメン),,-,-,3.65,水曜日,https://tabelog.com/tokyo/A1318/A131812/13244253/,予約不可,,,"35.65392383869749,139.6537723841876",03-5799-7866,東京都世田谷区梅丘1-9-11 ,253
,らーめん いろはや,阿佐ケ谷駅 944m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.65,水曜日,https://tabelog.com/tokyo/A1319/A131905/13194439/,予約不可,,,"35.71311033865497,139.63831748479623",不明の為情報お待ちしております,東京都杉並区阿佐ヶ谷北6-13-1 ,242
,アンタイヌードルズ,中神駅 141m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,-,-,3.65,月曜日,https://tabelog.com/tokyo/A1329/A132902/13172287/,予約不可,,,"35.70776903857478,139.37585858492628",不明の為情報お待ちしております,東京都昭島市朝日町1-3-14 ,237
,煮干ソバと米 今日の1番,曳舟駅 316m , ラーメン・つけ麺(ラーメン),,-,-,3.65,-,https://tabelog.com/tokyo/A1312/A131203/13271457/,予約不可,,,"35.72107993870648,139.81594878475224",不明の為情報お待ちしております,東京都墨田区東向島3-35-6 ,216
,Craft Ramen BiT,入谷駅 235m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,水曜日,https://tabelog.com/tokyo/A1311/A131104/13294446/,予約不可,,,"35.71942286278423,139.7827186465845",不明の為情報お待ちしております,東京都台東区下谷1-12-25 1F,205
,つけ麺 神儺祁,西巣鴨駅 341m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,火曜日,https://tabelog.com/tokyo/A1322/A132201/13278493/,予約不可,,,"35.74175633866458,139.72561298502438",不明の為情報お待ちしております,東京都北区滝野川7-46-3 ,205
,麺屋 かむい,高円寺駅 148m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1319/A131904/13256265/,予約不可,,,"35.704117338664105,139.64907148469788",不明の為情報お待ちしております,東京都杉並区高円寺南4-25-1 ,201
,Zweiter Läden,面影橋駅 307m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥2,000～￥2,999","￥2,000～￥2,999",3.65,火曜日,https://tabelog.com/tokyo/A1305/A130503/13283798/,予約可,Zweiter Läden「昼営業の予約不可」酒weiter Gardenの予約受付しております。席予約、料理予約、お任せ料理予約、絶賛受付中。,,"35.71065250855876,139.71254853753734",03-6457-6035,東京都新宿区西早稲田3-15-5 K2ビル 1F,164
,拉麺 生姜と肉,平井駅 105m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,月曜日、木曜日,https://tabelog.com/tokyo/A1312/A131202/13286988/,予約不可,,,"35.70659653872377,139.8413968845881",不明の為情報お待ちしております,東京都江戸川区平井5-14-7 ,153
,中国料理 琥珀,高田馬場駅 385m , 中華料理、飲茶・点心、ラーメン・つけ麺(担々麺),,"￥5,000～￥5,999","￥5,000～￥5,999",3.65,,https://tabelog.com/tokyo/A1305/A130503/13173418/,予約可,予約が多い日は予約無しの来店はお断りしてしまうこともあるので、行こうと思ったらまずお電話で確認していただけると幸いです。また、全てのコースが単品で注文するより25%以上お得になっていますので是非ご利用ください。,,"35.71237643867492,139.69953138474594",03-5937-5906,東京都新宿区高田馬場3-13-3 高田馬場ファミリービル 1F,143
,のど黒らぁ麺 永屋,新高円寺駅 57m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,水曜日,https://tabelog.com/tokyo/A1319/A131904/13287044/,,,,"35.69766473866816,139.6489154846328",,東京都杉並区梅里1-7-14 シャトー新高円寺 B1F barHORI,115
,麺屋 龍,谷在家駅 469m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.65,水曜日,https://tabelog.com/tokyo/A1324/A132404/13253735/,予約不可,,,"35.78817953865088,139.7751878854586",070-2792-9255,東京都足立区西新井4-27-14 英マンション 1F,111
,カラシビ味噌らー麺 鬼金棒 池袋店,池袋駅 404m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1305/A130501/13171114/,予約不可,,,"35.72912493866932,139.71530798490406",03-5396-4202,東京都豊島区東池袋1-13-14 ,1370
,道玄坂 マンモス,神泉駅 267m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1303/A130301/13122700/,予約不可,,,"35.65770773870868,139.69651198419584",03-5459-3956,東京都渋谷区道玄坂2-10-1 ,1333
,中華ソバ 櫻坂,渋谷駅 230m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.64,日曜日,https://tabelog.com/tokyo/A1303/A130301/13008320/,予約不可,,,"35.656240138711084,139.70109308417778",03-3770-1102,東京都渋谷区桜丘町17-10 吉野ビル 1F,1080
,なかご,赤坂見附駅 221m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1308/A130801/13224057/,予約不可,,,"35.67470973871078,139.73700538433917",03-6277-7739,東京都港区赤坂3-16-3 伊勢幸ビル 1F,1059
,づゅる麺 池田,目黒駅 341m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.64,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1316/A131601/13032592/,予約不可,,,"35.634598638728335,139.7120867839515",03-5740-6554,東京都目黒区目黒1-6-12 ,878
,麺の坊 砦,神泉駅 204m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,水曜日,https://tabelog.com/tokyo/A1303/A130301/13003402/,予約不可,,,"35.657145638707405,139.69135708419378",03-3780-4450,東京都渋谷区神泉町20-23 ,834
,ラーメン凪 豚王 渋谷本店,渋谷駅 602m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1303/A130301/13024273/,予約不可,,,"35.6574996387125,139.70805548418565",03-3499-0390,東京都渋谷区東1-3-1 カミニート　１Ｆ,789
,あぶら～亭,桜上水駅 215m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,火曜日,https://tabelog.com/tokyo/A1318/A131809/13006577/,予約不可,,,"35.66892364121353,139.63318621650973",03-3302-2266,東京都杉並区下高井戸1-22-9 ,761
,牡蠣と貝,築地駅 230m , ラーメン・つけ麺(ラーメン),牡蠣と貝、それぞれの素材の良さを極限まで引き出したらぁ麺,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1313/A131301/13292429/,予約不可,,,"35.666336438727015,139.7712580842306",不明の為情報お待ちしております,東京都中央区築地3-16-9 1F,730
,黄金の塩らぁ麺 ドゥエイタリアン 市ヶ谷本店,市ケ谷駅 145m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.64,-,https://tabelog.com/tokyo/A1309/A130904/13093887/,予約不可,,,"35.69180533870057,139.73902238451043",03-6910-0770,東京都千代田区九段南4-7-17 ,664
,らーめん えにし,戸越銀座駅 126m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,月曜日、日曜日,https://tabelog.com/tokyo/A1317/A131712/13003424/,予約不可,,,"35.615787638740755,139.7136260837604",03-3788-5624,東京都品川区平塚2-18-8 藤井ビル 2F,658
,シンちゃんラーメン,新宿駅 254m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1304/A130401/13273079/,予約不可,,,"35.689193338690686,139.70277818450947",03-6274-8535,東京都新宿区新宿4-2-7 ,608
,中華そば ます田,練馬駅 119m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.64,-,https://tabelog.com/tokyo/A1321/A132102/13218991/,予約不可,,,"35.737674538644846,139.65550868503232",03-6915-8499,東京都練馬区練馬1-2-2 ,597
,ボニート・ボニート,武蔵小山駅 203m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.64,月曜日,https://tabelog.com/tokyo/A1317/A131710/13020897/,予約不可,,,"35.61954893873484,139.7025123838062",03-3792-7713,東京都品川区小山4-1-8 いつみハイツ　１０１,567
,宝華らぁめん,立川南駅 54m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1329/A132901/13021243/,予約不可,,,"35.696635338593474,139.41235198478824",042-521-2339,東京都立川市柴崎町3-7-4 山三第二ビル　１Ｆ,559
,中華そば つけそば 伊蔵八本店,西日暮里駅 53m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.64,-,https://tabelog.com/tokyo/A1311/A131105/13237884/,予約不可,,,"35.732274238683885,139.7673336848994",03-5604-5387,東京都荒川区西日暮里5-21-2 ,533
,二葉 上荻店,荻窪駅 157m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.64,-,https://tabelog.com/tokyo/A1319/A131906/13036265/,予約不可,,,"35.70558693865354,139.6188361847339",03-3392-3537,東京都杉並区上荻1-16-14 ,520
,とろ肉つけ麺 魚とん,小川町駅 146m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.64,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1310/A131002/13093915/,予約不可,,,"35.69393513870763,139.76544628451347",03-3233-3377,東京都千代田区神田小川町1-7 神田小川町ハイツ １Ｆ,510
,鯛担麺専門店 恋し鯛,九段下駅 453m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(汁なし担々麺)、ラーメン・つけ麺(担々麺),"鯛担麺専門店""恋し鯛""！水道橋駅徒歩5分（九段下駅徒歩7分）！ 季節のプレミアム販売中！","￥1,000～￥1,999","￥1,000～￥1,999",3.64,,https://tabelog.com/tokyo/A1309/A130906/13247829/,予約不可,,,"35.69921593870044,139.75339238457525",03-6380-9646,東京都千代田区神田三崎町3-1-18 MH水道橋ビル 1F,504
,昭和,茅場町駅 307m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.64,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1302/A130203/13045473/,予約不可,,,"35.677758338721894,139.7779451843413",不明の為情報お待ちしております,東京都中央区日本橋茅場町3-8-12 茅場町鈴藤ビル 1F,497
,麺屋 中川會 住吉店,住吉駅 268m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1312/A131201/13205611/,予約不可,,,"35.690278638725154,139.81320428444303",03-6240-2440,東京都江東区住吉1-19-1 ツインタワーすみとし住吉館 1F,476
,ガンコンヌードル,駒込駅 222m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,月曜日、火曜日,https://tabelog.com/tokyo/A1323/A132301/13147756/,予約不可,,,"35.73642803867576,139.75008168495341",03-6754-9168,東京都北区中里1-3-3 板橋ビル 1F,475
,心の味製麺 平井店,平井駅 220m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、麺類,,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,-,https://tabelog.com/tokyo/A1312/A131202/13170919/,予約可,,,"35.70854363872283,139.84228588460715",03-3610-4287,東京都江戸川区平井5-30-4 ,462
